Station,Date,Time,Grade,Celsius,pH,DO,CODMn,NH,TP,TN,EC,TU,Chla,AD
Wuguishan,2022/11/14 16:00,317.67 ,3,16.73,8.223,9.297,2.096,0.025,0.036,0.972,400.511,55.545,0.00544,24631500
Wulihuxin,2022/11/14 16:00,317.67 ,4,14.71,7.717,8.075,4.073,0.0817,0.0531,0.933,398.998,31.776,0.03013,5181370
Lanshanzui,2022/11/14 16:00,317.67 ,4,15.58,8.233,9.433,4.545,0.025,0.0601,1.459,464.09,23.64,0.03816,13703720
Tuoshan,2022/11/14 16:00,317.67 ,4,16.64,8.219,10.011,3.914,0.025,0.0666,1.355,441.517,48.829,0.02829,20177300
Xuhuxin,2022/11/14 16:00,317.67 ,2,17.23,7.083,8.122,2.458,0.025,0.0134,0.278,386.449,8.464,0.00133,11023800
Xidong,2022/11/14 16:00,317.67 ,4,17.54,8.54,9.064,1.599,0.025,0.0503,1.413,394.16,57.98,0.01979,4133190
Wuguishan,2022/11/14 20:00,317.83 ,3,16.49,8.218,9.251,2.049,0.025,0.0422,0.979,400.13,52.699,0.0052,24370300
Wulihuxin,2022/11/14 20:00,317.83 ,4,14.59,7.692,7.943,4.447,0.0869,0.0555,0.949,399.021,34.125,0.03221,5018380
Lanshanzui,2022/11/14 20:00,317.83 ,4,15.43,8.267,9.119,5.233,0.025,0.0644,1.298,453.248,40.53,0.05291,29183700
Tuoshan,2022/11/14 20:00,317.83 ,4,16.46,8.173,9.685,3.711,0.025,0.0706,1.279,441.091,42.313,0.03147,19827660
Xuhuxin,2022/11/14 20:00,317.83 ,2,17.01,7.04,7.862,2.303,0.025,0.0135,0.24,385.792,5.607,0.00077,6267120
Xidong,2022/11/14 20:00,317.83 ,3,17.51,8.56,9.134,1.53,0.025,0.0482,1.405,393.55,54.22,0.03739,4171350
Wuguishan,2022/11/15 0:00,318.00 ,3,16.29,8.191,9.225,2.049,0.025,0.0363,0.979,400.87,40.873,0.00445,19440800
Wulihuxin,2022/11/15 0:00,318.00 ,4,14.51,7.63,7.63,4.447,0.0996,0.0621,0.949,398.276,37.168,0.02895,4912800
Lanshanzui,2022/11/15 0:00,318.00 ,4,15.14,8.255,8.806,5.233,0.025,0.0611,1.298,444.63,31.1,0.05252,22428540
Tuoshan,2022/11/15 0:00,318.00 ,4,16.33,8.133,9.439,3.711,0.025,0.0678,0.93,439.168,38.107,0.02844,19579370
Xuhuxin,2022/11/15 0:00,318.00 ,2,16.71,7.002,7.798,2.303,0.025,0.013,9.628,387.247,7.106,0.00102,8331000
Xidong,2022/11/15 0:00,318.00 ,3,17.22,8.53,9.097,1.643,0.025,0.046,1.409,394.14,57.23,0.02233,4246170
Wuguishan,2022/11/15 4:00,318.17 ,3,16.07,8.194,9.236,2.178,0.025,0.0346,0.943,403.686,34.863,0.00404,17175700
Wulihuxin,2022/11/15 4:00,318.17 ,4,14.2,7.622,7.665,4.358,0.1058,0.0612,0.982,399.158,37.226,0.02781,4547270
Lanshanzui,2022/11/15 4:00,318.17 ,4,14.96,8.269,8.705,6.838,0.025,0.0781,1.276,444.039,44.33,0.06147,47298520
Tuoshan,2022/11/15 4:00,318.17 ,4,16.11,8.074,9.2,3.518,0.025,0.0705,0.903,437.896,36.902,0.02886,20129670
Xuhuxin,2022/11/15 4:00,318.17 ,2,16.39,6.877,7.627,2.419,0.025,0.0124,10.571,388.874,7.497,0.001,7801270
Xidong,2022/11/15 4:00,318.17 ,3,17.04,8.47,8.891,1.629,0.025,0.0452,1.375,395.16,52.97,0.0177,2833790
Wuguishan,2022/11/15 8:00,318.33 ,3,15.83,8.188,9.283,2.272,0.025,0.0342,0.933,404.713,32.63,0.00383,17857800
Wulihuxin,2022/11/15 8:00,318.33 ,4,13.9,7.611,7.648,4.248,0.1043,0.0587,0.955,399.001,37.9,0.0327,4690030
Lanshanzui,2022/11/15 8:00,318.33 ,3,14.58,8.258,9.082,4.474,0.025,0.0498,0.888,441.525,20.1,0.03347,13380470
Tuoshan,2022/11/15 8:00,318.33 ,4,15.87,8.065,9.362,3.708,0.025,0.0615,0.843,434.193,37.034,0.02331,19844050
Xuhuxin,2022/11/15 8:00,318.33 ,2,16.07,6.871,7.657,2.387,0.025,0.0125,9.451,388.653,8.177,0.00108,9359360
Xidong,2022/11/15 8:00,318.33 ,3,16.88,8.43,8.865,1.642,0.025,0.0484,1.372,396.15,53.2,0.01428,2539800
Wuguishan,2022/11/15 12:00,318.50 ,3,16.17,8.209,9.406,2.06,0.025,0.0339,0.906,404.552,31.428,0.00383,17519200
Wulihuxin,2022/11/15 12:00,318.50 ,4,14.51,7.687,8.074,4.248,0.0904,0.0591,0.901,399.365,32.392,0.04263,5135250
Lanshanzui,2022/11/15 12:00,318.50 ,4,14.69,8.277,10.269,4.23,0.0275,0.0533,1.21,465.06,20.86,0.03877,13444830
Tuoshan,2022/11/15 12:00,318.50 ,4,17.01,8.464,12.725,4.102,0.025,0.0677,0.908,431.216,30.605,0.02349,21230770
Xuhuxin,2022/11/15 12:00,318.50 ,2,16.51,7.18,8.646,2.487,0.025,0.013,3.46,388.4,7.914,0.00094,8414770
Xidong,2022/11/15 12:00,318.50 ,4,17.53,8.38,8.775,1.444,0.025,0.0528,1.406,396.54,52.48,0.00807,2682830
Wuguishan,2022/11/15 16:00,318.67 ,3,16.56,8.269,9.619,2.089,0.025,0.0319,0.867,404.767,28.091,0.00448,16303000
Wulihuxin,2022/11/15 16:00,318.67 ,4,14.66,7.699,7.939,3.909,0.0968,0.057,0.818,340.077,34.011,0.00474,4403300
Lanshanzui,2022/11/15 16:00,318.67 ,,15.06,8.327,12.073,,0.025,0.0212,1.429,465.264,46.26,0.04976,31789570
Tuoshan,2022/11/15 16:00,318.67 ,4,17.03,8.658,15.025,4.714,0.025,0.0718,0.741,419.232,26.987,0.0287,21567780
Xuhuxin,2022/11/15 16:00,318.67 ,2,17.16,7.425,9.095,2.451,0.025,0.012,3.46,387.1,4.636,0.00059,5882590
Xidong,2022/11/15 16:00,318.67 ,4,18.46,8.36,8.738,1.493,0.025,0.0649,1.534,397.6,61.36,0.0075,1894490
Wuguishan,2022/11/15 20:00,318.83 ,3,16.12,8.21,9.437,2.019,0.025,0.0292,0.875,401.695,30.152,0.00438,17563200
Wulihuxin,2022/11/15 20:00,318.83 ,4,14.61,7.66,7.585,4.095,0.1071,0.0616,0.978,340.725,41.311,0.00542,4519310
Lanshanzui,2022/11/15 20:00,318.83 ,2,14.85,8.301,11.115,2.117,0.025,0.0196,1.247,470.098,17.42,0.03849,12861880
Tuoshan,2022/11/15 20:00,318.83 ,4,16.5,8.392,12.032,4.241,0.025,0.0635,0.681,418.365,28.152,0.03399,20238550
Xuhuxin,2022/11/15 20:00,318.83 ,2,16.96,7.396,8.895,2.364,0.025,0.0127,0.249,386.221,3.767,0.00074,4328440
Xidong,2022/11/15 20:00,318.83 ,4,18.21,8.28,8.483,1.431,0.025,0.065,1.542,394.75,56.66,0.00554,2162170
Wuguishan,2022/11/16 0:00,319.00 ,3,15.86,8.205,9.399,2.019,0.025,0.0254,0.85,402.325,27.085,0.00359,18762600
Wulihuxin,2022/11/16 0:00,319.00 ,4,14.41,7.646,7.475,4.095,0.1076,0.0568,0.897,340.935,38.268,0.00479,4598710
Lanshanzui,2022/11/16 0:00,319.00 ,2,14.62,8.316,10.567,2.117,0.025,0.0243,1.125,471.093,12.81,0.04159,6925736
Tuoshan,2022/11/16 0:00,319.00 ,4,16.12,8.395,11.841,4.241,0.025,0.0637,0.746,421.021,28.912,0.02843,19619900
Xuhuxin,2022/11/16 0:00,319.00 ,2,16.61,7.316,8.693,2.364,0.025,0.0121,0.256,387.598,3.657,0.00052,4821020
Xidong,2022/11/16 0:00,319.00 ,4,17.66,8.25,8.449,1.402,0.025,0.0639,1.531,394.28,54.37,0.00532,2146920
Wuguishan,2022/11/16 4:00,319.17 ,3,15.62,8.183,9.391,2.69,0.025,0.0287,0.933,401.396,24.534,0.00342,23467800
Wulihuxin,2022/11/16 4:00,319.17 ,4,14.18,7.646,7.521,4.19,0.1065,0.0605,0.897,340.079,45.836,0.00544,4794010
Lanshanzui,2022/11/16 4:00,319.17 ,2,14.39,8.308,10.037,0.776,0.025,0.0218,0.981,463.772,11.65,0.03689,4212535
Tuoshan,2022/11/16 4:00,319.17 ,4,15.95,8.338,11.241,3.978,0.025,0.0642,0.674,417.564,26.862,0.03035,19725460
Xuhuxin,2022/11/16 4:00,319.17 ,2,16.34,6.843,7.23,2.239,0.025,0.0118,0.262,388.874,3.082,0.00053,6885220
Xidong,2022/11/16 4:00,319.17 ,4,17.77,8.21,8.363,1.377,0.0253,0.0637,1.547,395.38,55.48,0.00346,1823690
Wuguishan,2022/11/16 8:00,319.33 ,2,15.45,8.173,9.367,2.238,0.0278,0.0246,0.335,404.145,19.774,0.0027,10827300
Wulihuxin,2022/11/16 8:00,319.33 ,4,13.95,7.625,7.462,4.009,0.1001,0.0598,0.914,340.096,40.637,0.00564,4520590
Lanshanzui,2022/11/16 8:00,319.33 ,3,14.12,8.323,10.511,0.963,0.025,0.028,1.038,458.324,14.25,0.02872,4602384
Tuoshan,2022/11/16 8:00,319.33 ,4,15.75,8.315,11.165,3.915,0.025,0.061,0.623,416.901,27.159,0.02558,20097480
Xuhuxin,2022/11/16 8:00,319.33 ,2,16,6.882,7.904,2.428,0.025,0.0107,0.226,388.072,3.272,0.00058,6862640
Xidong,2022/11/16 8:00,319.33 ,4,17.86,8.17,8.12,1.449,0.0331,0.0697,1.568,393.23,57.35,0.00564,1870560
Wuguishan,2022/11/16 12:00,319.50 ,3,15.74,8.202,9.52,2.02,0.025,0.0284,0.855,406.652,17.738,0.00267,11579600
Wulihuxin,2022/11/16 12:00,319.50 ,4,14.03,7.641,7.65,3.794,0.1,0.0627,0.828,340.779,38.345,0.00457,4328770
Lanshanzui,2022/11/16 12:00,319.50 ,3,14.34,8.256,10.773,1.826,0.025,0.038,0.87,462.072,22.39,0.02861,8684919
Tuoshan,2022/11/16 12:00,319.50 ,4,15.95,8.412,12.192,4.092,0.025,0.0637,0.65,412.843,26.951,0.02519,19762820
Xuhuxin,2022/11/16 12:00,319.50 ,2,16.27,7.628,9.971,2.285,0.025,0.0133,0.261,386.63,6.132,0.00087,8454250
Xidong,2022/11/16 12:00,319.50 ,4,18.08,8.27,8.556,1.48,0.025,0.0686,1.739,391.99,50.53,0.0051,1902120
Wuguishan,2022/11/16 16:00,319.67 ,2,15.79,8.231,9.708,2.323,0.025,0.0246,0.79,401.491,20.682,0.00308,15007300
Wulihuxin,2022/11/16 16:00,319.67 ,4,13.9,7.648,7.806,3.889,0.0966,0.0602,0.842,340.425,39.674,0.00468,4626850
Lanshanzui,2022/11/16 16:00,319.67 ,3,14.43,8.281,11.24,4.974,0.025,0.0494,1.11,455.664,40.93,0.03728,17413990
Tuoshan,2022/11/16 16:00,319.67 ,4,16.01,8.58,13.689,4.472,0.025,0.0632,0.707,420.791,30.2,0.03431,19672680
Xuhuxin,2022/11/16 16:00,319.67 ,2,16.59,7.784,10.443,2.43,0.025,0.0113,0.272,385.6,4.454,0.00093,7542280
Xidong,2022/11/16 16:00,319.67 ,4,18.07,8.23,8.489,1.486,0.025,0.0677,1.628,392.97,38.58,0.00613,2125970
Wuguishan,2022/11/16 20:00,319.83 ,3,15.67,8.195,9.613,1.623,0.025,0.0255,0.82,407.199,20.363,0.0025,13722600
Wulihuxin,2022/11/16 20:00,319.83 ,4,13.9,7.631,7.63,3.931,0.1146,0.0593,0.886,340.577,39.693,0.00542,4163110
Lanshanzui,2022/11/16 20:00,319.83 ,3,14.32,8.257,10.427,3.84,0.025,0.0493,0.924,459.258,38.58,0.03397,8768406
Tuoshan,2022/11/16 20:00,319.83 ,4,15.94,8.395,12.186,4.184,0.025,0.0663,0.602,409.518,38.888,0.02383,18837820
Xuhuxin,2022/11/16 20:00,319.83 ,2,16.22,7.516,9.814,2.434,0.025,0.0107,0.261,386.774,5.636,0.00107,7653440
Xidong,2022/11/16 20:00,319.83 ,4,18.02,8.23,8.505,1.449,0.025,0.0667,1.598,393.72,39.27,0.00405,1854390
Wuguishan,2022/11/17 0:00,320.00 ,3,15.52,8.212,9.74,1.623,0.025,0.0286,0.801,396.825,28.435,0.00349,18051900
Wulihuxin,2022/11/17 0:00,320.00 ,4,13.78,7.612,7.626,3.931,0.1157,0.0655,0.921,339.871,41.85,0.00567,4543890
Lanshanzui,2022/11/17 0:00,320.00 ,4,14.16,8.291,10.56,3.84,0.025,0.0542,1.078,455.113,47.99,0.03833,13885000
Tuoshan,2022/11/17 0:00,320.00 ,4,15.75,8.447,12.18,4.184,0.025,0.067,0.727,422.878,43.31,0.03141,19842290
Xuhuxin,2022/11/17 0:00,320.00 ,2,16.02,7.438,9.564,2.434,0.025,0.0107,0.289,383.607,5.384,0.00096,9785800
Xidong,2022/11/17 0:00,320.00 ,4,17.98,8.2,8.379,1.332,0.0261,0.068,1.609,393.25,42.95,0.00444,1935780
Wuguishan,2022/11/17 4:00,320.17 ,3,15.43,8.21,9.743,2.221,0.025,0.0315,0.831,396.783,23.43,0.00335,14915900
Wulihuxin,2022/11/17 4:00,320.17 ,4,13.6,7.604,7.748,4.204,0.1135,0.0606,0.885,339.179,43.082,0.00517,4420500
Lanshanzui,2022/11/17 4:00,320.17 ,3,14.12,8.286,10.373,4.787,0.025,0.0408,0.928,445.143,41.76,0.03314,11616880
Tuoshan,2022/11/17 4:00,320.17 ,4,15.75,8.422,11.614,4.313,0.025,0.0659,0.671,419.164,40.399,0.03293,20536060
Xuhuxin,2022/11/17 4:00,320.17 ,2,16.12,7.247,9.271,2.335,0.025,0.0105,0.256,383.569,5.561,0.0009,7743080
Xidong,2022/11/17 4:00,320.17 ,4,17.82,8.19,8.434,1.332,0.0281,0.0643,1.598,391.98,45.06,0.00454,1867280
Wuguishan,2022/11/17 8:00,320.33 ,2,15.43,8.191,9.7,2.444,0.025,0.0249,0.751,397.262,24.632,0.00349,13624500
Wulihuxin,2022/11/17 8:00,320.33 ,4,13.56,7.602,7.796,4.087,0.1143,0.0625,0.92,337.909,95.332,0.0055,4358120
Lanshanzui,2022/11/17 8:00,320.33 ,3,14.27,8.317,10.389,3.784,0.025,0.0306,0.745,448.764,26.42,0.04231,8663875
Tuoshan,2022/11/17 8:00,320.33 ,4,15.87,8.339,10.984,4.107,0.025,0.0581,0.56,409.493,31.719,0.02883,19301690
Xuhuxin,2022/11/17 8:00,320.33 ,2,16.22,7.107,8.815,2.28,0.025,0.0113,0.198,384.491,3.722,0.00063,5571690
Xidong,2022/11/17 8:00,320.33 ,4,17.94,8.2,8.444,1.381,0.0272,0.0664,1.578,390.72,41.76,0.00499,1923940
Wuguishan,2022/11/17 12:00,320.50 ,3,15.48,8.212,9.773,2.138,0.025,0.0273,0.328,396.565,19.823,0.00349,16036900
Wulihuxin,2022/11/17 12:00,320.50 ,4,13.48,7.6,7.869,4.153,0.1059,0.0605,0.905,337.743,42.466,0.00461,4377870
Lanshanzui,2022/11/17 12:00,320.50 ,4,14.21,8.286,10.177,4.17,0.025,0.0503,0.841,452.165,41.59,0.03485,11036230
Tuoshan,2022/11/17 12:00,320.50 ,4,15.87,8.305,11.157,4.124,0.025,0.0632,0.559,402.4,29.272,0.02232,19520190
Xuhuxin,2022/11/17 12:00,320.50 ,2,16.36,6.795,7.489,2.396,0.025,0.0117,0.248,384.454,2.585,0.00058,6149240
Xidong,2022/11/17 12:00,320.50 ,4,17.72,8.23,8.579,1.325,0.025,0.0651,1.558,391.33,41.08,0.00502,1982040
Wuguishan,2022/11/17 16:00,320.67 ,2,15.52,8.209,9.805,2.214,0.025,0.0243,0.357,402.066,22.056,0.00287,14829300
Wulihuxin,2022/11/17 16:00,320.67 ,4,13.56,7.625,7.97,4.246,0.1121,0.0632,0.91,338.31,39.866,0.00477,4239060
Lanshanzui,2022/11/17 16:00,320.67 ,4,14.27,8.289,9.947,5.462,0.025,0.0622,0.778,441.081,70.65,0.02883,14420790
Tuoshan,2022/11/17 16:00,320.67 ,4,15.87,8.317,11.368,4.308,0.025,0.0673,0.537,402.572,31.582,0.02431,19815360
Xuhuxin,2022/11/17 16:00,320.67 ,2,16.22,7.261,9.3,2.287,0.025,0.0113,0.253,382.328,5.276,0.0011,10119300
Xidong,2022/11/17 16:00,320.67 ,4,17.84,8.24,8.553,1.302,0.025,0.0675,1.528,391.54,37.99,0.00597,2403490
Wuguishan,2022/11/17 20:00,320.83 ,2,15.52,8.167,9.678,2.138,0.0262,0.0223,0.402,406.335,18.204,0.00243,12415100
Wulihuxin,2022/11/17 20:00,320.83 ,4,13.4,7.614,8.018,4.125,0.1213,0.0632,0.934,337.423,38.171,0.00485,4278820
Lanshanzui,2022/11/17 20:00,320.83 ,4,14.24,8.288,9.75,5.666,0.025,0.0619,1.007,447.146,58.7,0.02684,13821990
Tuoshan,2022/11/17 20:00,320.83 ,4,15.84,8.277,10.873,4.245,0.025,0.067,0.543,402.807,32.323,0.02382,19311470
Xuhuxin,2022/11/17 20:00,320.83 ,2,16.19,7.193,9.072,2.379,0.025,0.0111,0.279,381.873,4.158,0.00089,9048390
Xidong,2022/11/17 20:00,320.83 ,4,17.72,8.23,8.617,1.356,0.025,0.0646,1.542,390.55,38.75,0.00654,2393400
Wuguishan,2022/11/18 0:00,321.00 ,3,15.45,8.151,9.65,2.138,0.025,0.0265,0.391,400.295,19.333,0.00284,12743600
Wulihuxin,2022/11/18 0:00,321.00 ,4,13.5,7.631,8.068,4.125,0.128,0.058,0.907,337.574,33.896,0.01172,3990120
Lanshanzui,2022/11/18 0:00,321.00 ,4,14.24,8.305,9.601,5.666,0.025,0.0519,0.987,450.056,42.69,0.02645,9562516
Tuoshan,2022/11/18 0:00,321.00 ,4,15.84,8.24,10.534,4.245,0.025,0.0634,0.552,405.138,32.92,0.02274,18723700
Xuhuxin,2022/11/18 0:00,321.00 ,2,16.22,7.103,8.792,2.379,0.025,0.0102,0.27,382.824,3.972,0.00081,7962560
Xidong,2022/11/18 0:00,321.00 ,4,17.73,8.23,8.603,1.377,0.028,0.0645,1.555,390.71,41.16,0.00512,2115100
Wuguishan,2022/11/18 4:00,321.17 ,2,15.52,8.151,9.611,2.269,0.025,0.0206,0.469,405.134,16.241,0.00253,11862700
Wulihuxin,2022/11/18 4:00,321.17 ,4,13.45,7.613,7.97,3.968,0.1234,0.0558,0.845,337.251,34.397,0.00573,3701070
Lanshanzui,2022/11/18 4:00,321.17 ,3,14.27,8.292,9.438,3.944,0.025,0.0442,0.992,451.422,41.16,0.02275,17496980
Tuoshan,2022/11/18 4:00,321.17 ,4,15.87,8.141,10.064,3.88,0.025,0.0618,0.539,404.324,32.613,0.02456,18281180
Xuhuxin,2022/11/18 4:00,321.17 ,2,16.22,6.984,8.517,2.328,0.025,0.0108,0.274,382.996,3.871,0.00084,6261170
Xidong,2022/11/18 4:00,321.17 ,4,17.71,8.18,8.425,1.352,0.0344,0.065,1.565,391.03,39.45,0.00577,2097340
Wuguishan,2022/11/18 8:00,321.33 ,3,15.33,8.129,9.635,2.295,0.0255,0.0266,0.335,396.295,19.676,0.00308,15985000
Wulihuxin,2022/11/18 8:00,321.33 ,4,13.4,7.614,8.034,3.821,0.1144,0.0573,0.968,337.048,81.081,0.00554,3852620
Lanshanzui,2022/11/18 8:00,321.33 ,4,14.2,8.302,9.398,3.344,0.025,0.0547,0.806,449.661,30.63,0.01745,4318635
Tuoshan,2022/11/18 8:00,321.33 ,4,15.75,8.073,10.051,3.732,0.025,0.0556,0.579,406.004,32.758,0.01928,18713460
Xuhuxin,2022/11/18 8:00,321.33 ,2,16.24,6.914,8.159,2.401,0.025,0.011,0.22,384.963,3.74,0.00068,8557950
Xidong,2022/11/18 8:00,321.33 ,4,17.73,8.23,8.59,1.3,0.0297,0.0641,1.539,390.33,38.51,0.00575,2178580
Wuguishan,2022/11/18 12:00,321.50 ,2,15.62,8.215,9.855,2.34,0.025,0.0222,0.284,390.147,22.105,0.00397,22357500
Wulihuxin,2022/11/18 12:00,321.50 ,4,13.53,7.638,8.223,4.005,0.1066,0.0575,0.946,337.119,33.395,0.00505,3807310
Lanshanzui,2022/11/18 12:00,321.50 ,3,14.48,8.34,9.721,3.213,0.025,0.0497,0.876,452.421,29.9,0.02458,10721620
Tuoshan,2022/11/18 12:00,321.50 ,4,16.11,8.084,10.711,3.685,0.025,0.059,0.586,401.431,34.146,0.02057,18496100
Xuhuxin,2022/11/18 12:00,321.50 ,2,16.51,7.002,8.53,2.361,0.025,0.0116,0.266,383.801,3.14,0.00049,6883970
Xidong,2022/11/18 12:00,321.50 ,4,18,8.27,8.665,1.332,0.025,0.0635,1.499,389.74,34.08,0.00712,2216010
Wuguishan,2022/11/18 16:00,321.67 ,2,16.1,8.434,10.245,2.205,0.025,0.0237,0.34,390.89,17.591,0.00763,14778200
Wulihuxin,2022/11/18 16:00,321.67 ,4,13.6,7.651,8.359,3.755,0.1059,0.0532,0.953,337.398,31.2,0.00574,4048480
Lanshanzui,2022/11/18 16:00,321.67 ,3,14.56,8.346,9.558,3.142,0.025,0.0484,0.906,456.967,22.81,0.03098,6463400
Tuoshan,2022/11/18 16:00,321.67 ,4,16.23,7.819,10.012,3.065,0.025,0.0535,0.625,397.781,35.773,0.00821,16866610
Xuhuxin,2022/11/18 16:00,321.67 ,2,16.78,7.003,8.479,2.222,0.025,0.0115,0.26,383.475,3.221,0.00054,6402260
Xidong,2022/11/18 16:00,321.67 ,4,18.18,8.31,8.734,1.4,0.025,0.0597,1.52,389.65,42.67,0.00857,2568830
Wuguishan,2022/11/18 20:00,321.83 ,2,15.76,8.232,9.857,2.217,0.025,0.0246,0.362,393.773,16.683,0.00418,13404000
Wulihuxin,2022/11/18 20:00,321.83 ,4,13.64,7.59,7.99,3.911,0.1334,0.0607,0.974,337.796,41.638,0.00484,3577240
Lanshanzui,2022/11/18 20:00,321.83 ,3,14.56,8.347,9.233,3.17,0.025,0.0446,0.989,460.727,17.19,0.02894,3396759
Tuoshan,2022/11/18 20:00,321.83 ,3,16.25,7.654,9.541,2.358,0.025,0.0447,0.738,382.015,35.106,0.00748,16081310
Xuhuxin,2022/11/18 20:00,321.83 ,2,16.76,7.231,9.078,2.247,0.025,0.0122,0.267,383.86,3.673,0.00063,6417540
Xidong,2022/11/18 20:00,321.83 ,4,17.92,8.38,8.94,1.437,0.025,0.0579,1.481,389.2,44.01,0.01462,3288030
Wuguishan,2022/11/19 0:00,322.00 ,2,15.81,8.201,9.73,2.217,0.025,0.022,0.345,393.085,16.266,0.00404,13585400
Wulihuxin,2022/11/19 0:00,322.00 ,4,13.85,7.621,8.073,3.911,0.1341,0.0567,0.939,338.129,35.051,0.00632,3830780
Lanshanzui,2022/11/19 0:00,322.00 ,3,14.48,8.327,9.134,3.17,0.025,0.042,1.088,461.943,17.05,0.02215,4926058
Tuoshan,2022/11/19 0:00,322.00 ,3,16.35,7.594,9.14,2.358,0.025,0.0447,0.654,389.768,33.91,0.00494,14339500
Xuhuxin,2022/11/19 0:00,322.00 ,2,16.76,7.18,9.002,2.247,0.025,0.0106,0.263,384.373,4.475,0.00108,7663560
Xidong,2022/11/19 0:00,322.00 ,4,18.53,8.28,8.561,1.443,0.025,0.0635,1.538,390.21,39.36,0.01061,2392830
Wuguishan,2022/11/19 4:00,322.17 ,2,15.86,8.17,9.635,2.179,0.025,0.0245,0.426,394.036,15.996,0.004,17125200
Wulihuxin,2022/11/19 4:00,322.17 ,4,14.06,7.599,7.901,3.823,0.1364,0.0563,0.972,338.184,37.94,0.0059,3279520
Lanshanzui,2022/11/19 4:00,322.17 ,3,14.52,8.329,9,2.894,0.025,0.0409,1.077,464.066,15.17,0.01905,2646436
Tuoshan,2022/11/19 4:00,322.17 ,3,16.46,7.542,8.543,2.219,0.025,0.0415,0.708,380.917,33.863,0.00367,13903940
Xuhuxin,2022/11/19 4:00,322.17 ,2,16.83,6.768,7.679,2.303,0.025,0.0112,0.266,385.12,2.569,0.00054,5909270
Xidong,2022/11/19 4:00,322.17 ,4,18.67,8.21,8.342,1.4,0.025,0.0664,1.573,393.15,39.77,0.01054,2275810
Wuguishan,2022/11/19 8:00,322.33 ,2,16.03,8.107,9.438,2.345,0.025,0.0228,0.28,393.627,15.064,0.00397,10021100
Wulihuxin,2022/11/19 8:00,322.33 ,4,14.03,7.58,7.851,3.858,0.1456,0.0583,0.998,338.42,30.853,0.00629,3907590
Lanshanzui,2022/11/19 8:00,322.33 ,3,14.62,8.342,8.826,2.866,0.025,0.0383,1.126,462.202,14.11,0.0227,3151645
Tuoshan,2022/11/19 8:00,322.33 ,3,16.86,7.459,7.25,2.743,0.025,0.0435,0.565,393.584,33.93,0.00546,14574590
Xuhuxin,2022/11/19 8:00,322.33 ,2,16.86,6.53,6.742,2.399,0.025,0.0107,0.218,385.847,2.681,0.00064,6547580
Xidong,2022/11/19 8:00,322.33 ,4,18.52,8.16,8.259,1.331,0.037,0.0676,1.58,406.07,38.98,0.00934,2586600
Wuguishan,2022/11/19 12:00,322.50 ,3,15.93,8.197,9.672,3.157,0.025,0.0252,0.472,392.554,15.824,0.004,19086800
Wulihuxin,2022/11/19 12:00,322.50 ,4,13.83,7.599,8.03,3.809,0.1374,0.0518,0.964,338.387,30.988,0.00541,3768600
Lanshanzui,2022/11/19 12:00,322.50 ,3,14.56,8.284,9.113,3.852,0.0277,0.0431,1.174,464.45,18.3,0.01453,4701596
Tuoshan,2022/11/19 12:00,322.50 ,3,16.5,7.636,8.893,2.868,0.025,0.0448,0.543,395.854,26.944,0.00511,14576560
Xuhuxin,2022/11/19 12:00,322.50 ,2,16.93,6.66,7.291,2.492,0.025,0.0129,0.278,386.044,3.131,0.00059,6507180
Xidong,2022/11/19 12:00,322.50 ,4,18.29,8.19,8.267,1.303,0.0274,0.067,1.571,397.78,35.52,0.00988,2266670
Wuguishan,2022/11/19 16:00,322.67 ,,15.95,8.255,9.811,,0.025,0.0287,0.489,416.995,237.77,0.02748,16427800
Wulihuxin,2022/11/19 16:00,322.67 ,2,13.83,7.596,7.956,3.945,0.1355,0.005,0.995,338.743,35.591,0.00565,3933140
Lanshanzui,2022/11/19 16:00,322.67 ,3,14.77,8.306,9.305,3.611,0.025,0.0472,1.153,459.432,18.84,0.01635,6096922
Tuoshan,2022/11/19 16:00,322.67 ,3,18.2,7.014,9.766,2.244,0.025,0.0413,0.543,7.383,1.696,0.00399,18166690
Xuhuxin,2022/11/19 16:00,322.67 ,2,16.86,7.284,9.409,2.371,0.025,0.0114,0.259,384.225,7.076,0.00142,12024600
Xidong,2022/11/19 16:00,322.67 ,4,18.42,8.18,8.136,1.44,0.04,0.0695,1.587,396.71,47.3,0.01117,2133930
Wuguishan,2022/11/19 20:00,322.83 ,,15.93,8.251,9.792,,0.025,0.0414,0.334,416.338,287.744,0.0268,22276700
Wulihuxin,2022/11/19 20:00,322.83 ,2,13.85,7.57,7.828,3.883,0.1627,0.005,1.008,339.577,36.13,0.00472,3171900
Lanshanzui,2022/11/19 20:00,322.83 ,3,14.68,8.295,9.319,3.81,0.025,0.0467,1.12,460.158,27.26,0.01916,7268884
Tuoshan,2022/11/19 20:00,322.83 ,3,16.35,7.68,9.256,2.798,0.025,0.0467,0.538,396.158,26.638,0.00394,13360200
Xuhuxin,2022/11/19 20:00,322.83 ,2,16.78,7.211,9.283,2.348,0.025,0.0119,0.27,384.291,5.384,0.0015,10833900
Xidong,2022/11/19 20:00,322.83 ,4,18.28,8.19,8.252,1.511,0.0375,0.0704,1.658,396.31,54.3,0.01364,2520840
Wuguishan,2022/11/20 0:00,323.00 ,,15.86,8.241,9.76,,0.025,0.0495,0.663,416.423,240.275,0.02694,25376700
